#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CNTNAP2	DLG4	9606.ENSP00000354778	9606.ENSP00000497806	0	0	0	0	0	0.247	0	0.583	0.673
CNTNAP2	DLG2	9606.ENSP00000354778	9606.ENSP00000365272	0	0	0	0	0.099	0.066	0	0.733	0.756
CNTNAP2	LGI1	9606.ENSP00000354778	9606.ENSP00000360472	0	0	0	0	0.123	0	0	0.994	0.994
DLG2	LGI3	9606.ENSP00000365272	9606.ENSP00000302297	0	0	0	0	0.141	0.054	0	0.384	0.455
DLG2	LGI4	9606.ENSP00000365272	9606.ENSP00000312273	0	0	0	0	0.107	0	0	0.442	0.480
DLG2	DLG4	9606.ENSP00000365272	9606.ENSP00000497806	0	0	0.056	0.966	0.087	0.386	0.400	0.918	0.969
DLG4	LGI1	9606.ENSP00000497806	9606.ENSP00000360472	0	0	0	0	0	0.342	0.500	0.904	0.965
LGI1	LGI3	9606.ENSP00000360472	9606.ENSP00000302297	0	0	0.057	0.954	0.136	0	0	0.419	0.485
LGI1	LGI4	9606.ENSP00000360472	9606.ENSP00000312273	0	0	0.060	0.946	0.067	0	0	0.381	0.409
LGI2	LGI4	9606.ENSP00000371548	9606.ENSP00000312273	0	0	0	0.921	0.099	0	0	0.411	0.446
LGI3	LGI4	9606.ENSP00000302297	9606.ENSP00000312273	0	0	0.053	0.920	0.183	0	0	0.331	0.437
CACNA1C	CACNA2D4	9606.ENSP00000266376	9606.ENSP00000372169	0	0	0	0	0.075	0.289	0.900	0.788	0.984
CACNA1C	CACNB1	9606.ENSP00000266376	9606.ENSP00000377840	0	0	0	0	0.087	0.817	0.540	0.865	0.988
CACNA1C	CACNB3	9606.ENSP00000266376	9606.ENSP00000301050	0	0	0	0	0.067	0.843	0.900	0.874	0.997
CACNA1C	CACNA2D1	9606.ENSP00000266376	9606.ENSP00000349320	0	0	0	0	0.128	0.512	0.900	0.966	0.998
CACNA1C	CALML3	9606.ENSP00000266376	9606.ENSP00000315299	0	0	0	0	0	0.423	0.900	0.990	0.999
CACNA1C	CALML6	9606.ENSP00000266376	9606.ENSP00000304643	0	0	0	0	0	0.136	0.900	0.990	0.999
CACNA1C	CACNB2	9606.ENSP00000266376	9606.ENSP00000320025	0	0	0	0	0.162	0.887	0.720	0.986	0.999
CACNA1C	CALML5	9606.ENSP00000266376	9606.ENSP00000369689	0	0	0	0	0	0.423	0.900	0.990	0.999
CACNA1C	CALM3	9606.ENSP00000266376	9606.ENSP00000291295	0	0	0	0	0	0.989	0.900	0.994	0.999
CACNA1C	CALML4	9606.ENSP00000266376	9606.ENSP00000419081	0	0	0	0	0	0.136	0.900	0.990	0.999
CACNA2D1	CACNA1C	9606.ENSP00000349320	9606.ENSP00000266376	0	0	0	0	0.128	0.512	0.900	0.966	0.998
CACNA2D1	CACNB3	9606.ENSP00000349320	9606.ENSP00000301050	0	0	0	0	0.060	0.875	0.900	0.686	0.995
CACNA2D1	CACNB2	9606.ENSP00000349320	9606.ENSP00000320025	0	0	0	0	0.083	0.401	0.720	0.972	0.995
CACNA2D1	CACNA2D4	9606.ENSP00000349320	9606.ENSP00000372169	0	0	0	0.718	0	0.087	0.900	0.282	0.928
CACNA2D1	CACNB1	9606.ENSP00000349320	9606.ENSP00000377840	0	0	0	0	0.108	0.952	0.540	0.978	0.999
CACNA2D4	CACNA1C	9606.ENSP00000372169	9606.ENSP00000266376	0	0	0	0	0.075	0.289	0.900	0.788	0.984
CACNA2D4	CACNB3	9606.ENSP00000372169	9606.ENSP00000301050	0	0	0	0	0.060	0.306	0.900	0.866	0.990
CACNA2D4	CACNB2	9606.ENSP00000372169	9606.ENSP00000320025	0	0	0	0	0.060	0.306	0.720	0.750	0.948
CACNA2D4	CACNA2D1	9606.ENSP00000372169	9606.ENSP00000349320	0	0	0	0.718	0	0.087	0.900	0.282	0.928
CACNA2D4	CACNB1	9606.ENSP00000372169	9606.ENSP00000377840	0	0	0	0	0.060	0.306	0.540	0.795	0.930
CACNB1	CACNA1C	9606.ENSP00000377840	9606.ENSP00000266376	0	0	0	0	0.087	0.817	0.540	0.865	0.988
CACNB1	CACNB3	9606.ENSP00000377840	9606.ENSP00000301050	0	0	0.062	0.953	0.060	0.785	0.540	0.396	0.937
CACNB1	CACNB2	9606.ENSP00000377840	9606.ENSP00000320025	0	0	0.055	0.964	0.056	0.804	0.540	0.396	0.942
CACNB1	CACNA2D1	9606.ENSP00000377840	9606.ENSP00000349320	0	0	0	0	0.108	0.952	0.540	0.978	0.999
CACNB1	CACNA2D4	9606.ENSP00000377840	9606.ENSP00000372169	0	0	0	0	0.060	0.306	0.540	0.795	0.930
CACNB2	CACNA1C	9606.ENSP00000320025	9606.ENSP00000266376	0	0	0	0	0.162	0.887	0.720	0.986	0.999
CACNB2	CACNB3	9606.ENSP00000320025	9606.ENSP00000301050	0	0	0.063	0.952	0	0.790	0.720	0.389	0.961
CACNB2	CACNB1	9606.ENSP00000320025	9606.ENSP00000377840	0	0	0.055	0.964	0.056	0.804	0.540	0.396	0.942
CACNB2	CACNA2D4	9606.ENSP00000320025	9606.ENSP00000372169	0	0	0	0	0.060	0.306	0.720	0.750	0.948
CACNB2	CACNA2D1	9606.ENSP00000320025	9606.ENSP00000349320	0	0	0	0	0.083	0.401	0.720	0.972	0.995
CACNB3	CACNA1C	9606.ENSP00000301050	9606.ENSP00000266376	0	0	0	0	0.067	0.843	0.900	0.874	0.997
CACNB3	CACNB1	9606.ENSP00000301050	9606.ENSP00000377840	0	0	0.062	0.953	0.060	0.785	0.540	0.396	0.937
CACNB3	CACNB2	9606.ENSP00000301050	9606.ENSP00000320025	0	0	0.063	0.952	0	0.790	0.720	0.389	0.961
CACNB3	CACNA2D4	9606.ENSP00000301050	9606.ENSP00000372169	0	0	0	0	0.060	0.306	0.900	0.866	0.990
CACNB3	CACNA2D1	9606.ENSP00000301050	9606.ENSP00000349320	0	0	0	0	0.060	0.875	0.900	0.686	0.995
CALM3	CACNA1C	9606.ENSP00000291295	9606.ENSP00000266376	0	0	0	0	0	0.989	0.900	0.994	0.999
CALM3	CALML4	9606.ENSP00000291295	9606.ENSP00000419081	0	0	0.072	0.920	0	0	0.900	0.969	0.996
CALM3	CALML5	9606.ENSP00000291295	9606.ENSP00000369689	0	0	0.072	0.937	0	0	0.900	0.969	0.996
CALM3	CALML3	9606.ENSP00000291295	9606.ENSP00000315299	0	0	0.050	0.981	0	0	0.900	0.968	0.996
CALM3	CALML6	9606.ENSP00000291295	9606.ENSP00000304643	0	0	0.058	0.914	0	0	0.900	0.969	0.996
CALML3	CACNA1C	9606.ENSP00000315299	9606.ENSP00000266376	0	0	0	0	0	0.423	0.900	0.990	0.999
CALML3	CALM3	9606.ENSP00000315299	9606.ENSP00000291295	0	0	0.050	0.981	0	0	0.900	0.968	0.996
CALML3	CALML6	9606.ENSP00000315299	9606.ENSP00000304643	0	0	0.063	0.901	0	0	0.900	0.632	0.962
CALML3	CALML4	9606.ENSP00000315299	9606.ENSP00000419081	0	0	0.081	0.898	0	0	0.900	0.632	0.963
CALML3	CALML5	9606.ENSP00000315299	9606.ENSP00000369689	0	0	0.077	0.926	0.162	0	0.900	0.632	0.967
CALML4	CACNA1C	9606.ENSP00000419081	9606.ENSP00000266376	0	0	0	0	0	0.136	0.900	0.990	0.999
CALML4	CALM3	9606.ENSP00000419081	9606.ENSP00000291295	0	0	0.072	0.920	0	0	0.900	0.969	0.996
CALML4	CALML6	9606.ENSP00000419081	9606.ENSP00000304643	0	0	0	0.738	0	0	0.900	0.633	0.961
CALML4	CALML3	9606.ENSP00000419081	9606.ENSP00000315299	0	0	0.081	0.898	0	0	0.900	0.632	0.963
CALML4	CALML5	9606.ENSP00000419081	9606.ENSP00000369689	0	0	0.112	0.804	0	0	0.900	0.633	0.964
CALML5	CACNA1C	9606.ENSP00000369689	9606.ENSP00000266376	0	0	0	0	0	0.423	0.900	0.990	0.999
CALML5	CALM3	9606.ENSP00000369689	9606.ENSP00000291295	0	0	0.072	0.937	0	0	0.900	0.969	0.996
CALML5	CALML6	9606.ENSP00000369689	9606.ENSP00000304643	0	0	0.081	0.828	0	0	0.900	0.633	0.963
CALML5	CALML3	9606.ENSP00000369689	9606.ENSP00000315299	0	0	0.077	0.926	0.162	0	0.900	0.632	0.967
CALML5	CALML4	9606.ENSP00000369689	9606.ENSP00000419081	0	0	0.112	0.804	0	0	0.900	0.633	0.964
CALML6	CACNA1C	9606.ENSP00000304643	9606.ENSP00000266376	0	0	0	0	0	0.136	0.900	0.990	0.999
CALML6	CALM3	9606.ENSP00000304643	9606.ENSP00000291295	0	0	0.058	0.914	0	0	0.900	0.969	0.996
CALML6	CALML4	9606.ENSP00000304643	9606.ENSP00000419081	0	0	0	0.738	0	0	0.900	0.633	0.961
CALML6	CALML3	9606.ENSP00000304643	9606.ENSP00000315299	0	0	0.063	0.901	0	0	0.900	0.632	0.962
CALML6	CALML5	9606.ENSP00000304643	9606.ENSP00000369689	0	0	0.081	0.828	0	0	0.900	0.633	0.963
CACNA1A	CACNG3	9606.ENSP00000489829	9606.ENSP00000005284	0	0	0	0	0.195	0	0.540	0.542	0.815
CACNA1A	CACNA1C	9606.ENSP00000489829	9606.ENSP00000266376	0	0	0.099	0.854	0.078	0.109	0.900	0.458	0.952
CACNA1A	CACNA1D	9606.ENSP00000489829	9606.ENSP00000288139	0	0	0.103	0.852	0.116	0.097	0.540	0.161	0.673
CACNA1A	CACNB3	9606.ENSP00000489829	9606.ENSP00000301050	0	0	0	0	0.067	0.291	0.540	0.575	0.853
CACNA1A	CACNA2D1	9606.ENSP00000489829	9606.ENSP00000349320	0	0	0	0	0.084	0.289	0.540	0.855	0.951
CACNA1A	CACNA1S	9606.ENSP00000489829	9606.ENSP00000355192	0	0	0.091	0.876	0.060	0.096	0.540	0.140	0.639
CACNA1A	CACNA1F	9606.ENSP00000489829	9606.ENSP00000365441	0	0	0.099	0.864	0.049	0.092	0.540	0.134	0.634
CACNA1A	CACNA2D4	9606.ENSP00000489829	9606.ENSP00000372169	0	0	0	0	0.067	0.289	0.540	0.805	0.932
CACNA1A	CACNA2D2	9606.ENSP00000489829	9606.ENSP00000418081	0	0	0	0	0.067	0.289	0.800	0.886	0.982
CACNA1A	CACNB4	9606.ENSP00000489829	9606.ENSP00000438949	0	0	0	0	0.178	0.637	0.800	0.928	0.995
CACNA1C	CACNG3	9606.ENSP00000266376	9606.ENSP00000005284	0	0	0	0	0.072	0	0.900	0.114	0.910
CACNA1C	CACNA1A	9606.ENSP00000266376	9606.ENSP00000489829	0	0	0.099	0.854	0.078	0.109	0.900	0.458	0.952
CACNA1C	CACNB4	9606.ENSP00000266376	9606.ENSP00000438949	0	0	0	0	0.068	0.412	0.900	0.523	0.970
CACNA1C	CACNA1F	9606.ENSP00000266376	9606.ENSP00000365441	0	0	0.060	0.960	0	0	0.900	0.788	0.978
CACNA1C	CACNA1D	9606.ENSP00000266376	9606.ENSP00000288139	0	0	0.057	0.966	0	0.522	0.900	0.640	0.981
CACNA1C	CACNA2D2	9606.ENSP00000266376	9606.ENSP00000418081	0	0	0	0	0.104	0.439	0.800	0.842	0.982
CACNA1C	CACNA1S	9606.ENSP00000266376	9606.ENSP00000355192	0	0	0.058	0.964	0.043	0	0.900	0.825	0.982
CACNA1C	CACNA2D4	9606.ENSP00000266376	9606.ENSP00000372169	0	0	0	0	0.075	0.289	0.900	0.788	0.984
CACNA1C	CACNB3	9606.ENSP00000266376	9606.ENSP00000301050	0	0	0	0	0.067	0.843	0.900	0.874	0.997
CACNA1C	CACNA2D1	9606.ENSP00000266376	9606.ENSP00000349320	0	0	0	0	0.128	0.512	0.900	0.966	0.998
CACNA1D	CACNG3	9606.ENSP00000288139	9606.ENSP00000005284	0	0	0	0	0	0	0.900	0.592	0.957
CACNA1D	CACNA1C	9606.ENSP00000288139	9606.ENSP00000266376	0	0	0.057	0.966	0	0.522	0.900	0.640	0.981
CACNA1D	CACNA1A	9606.ENSP00000288139	9606.ENSP00000489829	0	0	0.103	0.852	0.116	0.097	0.540	0.161	0.673
CACNA1D	CACNB4	9606.ENSP00000288139	9606.ENSP00000438949	0	0	0	0	0.092	0.412	0.900	0.430	0.965
CACNA1D	CACNA2D4	9606.ENSP00000288139	9606.ENSP00000372169	0	0	0	0	0.067	0.289	0.900	0.616	0.971
CACNA1D	CACNA2D2	9606.ENSP00000288139	9606.ENSP00000418081	0	0	0	0	0.111	0.439	0.800	0.744	0.971
CACNA1D	CACNA1S	9606.ENSP00000288139	9606.ENSP00000355192	0	0	0.058	0.964	0	0	0.900	0.758	0.975
CACNA1D	CACNA1F	9606.ENSP00000288139	9606.ENSP00000365441	0	0	0.057	0.967	0	0	0.900	0.812	0.980
CACNA1D	CACNB3	9606.ENSP00000288139	9606.ENSP00000301050	0	0	0	0	0.067	0.938	0.900	0.564	0.997
CACNA1D	CACNA2D1	9606.ENSP00000288139	9606.ENSP00000349320	0	0	0	0	0.086	0.949	0.900	0.939	0.999
CACNA1F	CACNG3	9606.ENSP00000365441	9606.ENSP00000005284	0	0	0	0	0.049	0	0.900	0.299	0.927
CACNA1F	CACNA1C	9606.ENSP00000365441	9606.ENSP00000266376	0	0	0.060	0.960	0	0	0.900	0.788	0.978
CACNA1F	CACNA1D	9606.ENSP00000365441	9606.ENSP00000288139	0	0	0.057	0.967	0	0	0.900	0.812	0.980
CACNA1F	CACNB3	9606.ENSP00000365441	9606.ENSP00000301050	0	0	0	0	0.067	0.412	0.900	0.567	0.973
CACNA1F	CACNA2D1	9606.ENSP00000365441	9606.ENSP00000349320	0	0	0	0	0.080	0.439	0.900	0.793	0.987
CACNA1F	CACNA1S	9606.ENSP00000365441	9606.ENSP00000355192	0	0	0.062	0.956	0	0	0.900	0.883	0.988
CACNA1F	CACNA1A	9606.ENSP00000365441	9606.ENSP00000489829	0	0	0.099	0.864	0.049	0.092	0.540	0.134	0.634
CACNA1F	CACNA2D2	9606.ENSP00000365441	9606.ENSP00000418081	0	0	0	0	0.082	0.439	0.540	0.456	0.854
CACNA1F	CACNB4	9606.ENSP00000365441	9606.ENSP00000438949	0	0	0	0	0.067	0.412	0.900	0.452	0.965
CACNA1F	CACNA2D4	9606.ENSP00000365441	9606.ENSP00000372169	0	0	0	0	0.067	0.289	0.900	0.745	0.980
CACNA1S	CACNG3	9606.ENSP00000355192	9606.ENSP00000005284	0	0	0	0	0.049	0	0.900	0.196	0.916
CACNA1S	CACNA1C	9606.ENSP00000355192	9606.ENSP00000266376	0	0	0.058	0.964	0.043	0	0.900	0.825	0.982
CACNA1S	CACNA1D	9606.ENSP00000355192	9606.ENSP00000288139	0	0	0.058	0.964	0	0	0.900	0.758	0.975
CACNA1S	CACNB3	9606.ENSP00000355192	9606.ENSP00000301050	0	0	0	0	0.067	0.412	0.900	0.407	0.963
CACNA1S	CACNA2D1	9606.ENSP00000355192	9606.ENSP00000349320	0	0	0	0	0.086	0.940	0.900	0.849	0.999
CACNA1S	CACNA1A	9606.ENSP00000355192	9606.ENSP00000489829	0	0	0.091	0.876	0.060	0.096	0.540	0.140	0.639
CACNA1S	CACNA2D2	9606.ENSP00000355192	9606.ENSP00000418081	0	0	0	0	0.080	0.439	0.540	0.485	0.861
CACNA1S	CACNA2D4	9606.ENSP00000355192	9606.ENSP00000372169	0	0	0	0	0.067	0.289	0.900	0.460	0.959
CACNA1S	CACNB4	9606.ENSP00000355192	9606.ENSP00000438949	0	0	0	0	0.067	0.412	0.900	0.495	0.968
CACNA1S	CACNA1F	9606.ENSP00000355192	9606.ENSP00000365441	0	0	0.062	0.956	0	0	0.900	0.883	0.988
CACNA2D1	CACNG3	9606.ENSP00000349320	9606.ENSP00000005284	0	0	0	0	0.064	0	0.900	0.790	0.978
CACNA2D1	CACNA1C	9606.ENSP00000349320	9606.ENSP00000266376	0	0	0	0	0.128	0.512	0.900	0.966	0.998
CACNA2D1	CACNA1D	9606.ENSP00000349320	9606.ENSP00000288139	0	0	0	0	0.086	0.949	0.900	0.939	0.999
CACNA2D1	CACNB3	9606.ENSP00000349320	9606.ENSP00000301050	0	0	0	0	0.060	0.875	0.900	0.686	0.995
CACNA2D1	CACNA2D2	9606.ENSP00000349320	9606.ENSP00000418081	0	0	0.051	0.952	0	0	0.540	0.456	0.741
CACNA2D1	CACNA2D4	9606.ENSP00000349320	9606.ENSP00000372169	0	0	0	0.718	0	0.087	0.900	0.282	0.928
CACNA2D1	CACNA1A	9606.ENSP00000349320	9606.ENSP00000489829	0	0	0	0	0.084	0.289	0.540	0.855	0.951
CACNA2D1	CACNB4	9606.ENSP00000349320	9606.ENSP00000438949	0	0	0	0	0.066	0.401	0.900	0.735	0.983
CACNA2D1	CACNA1F	9606.ENSP00000349320	9606.ENSP00000365441	0	0	0	0	0.080	0.439	0.900	0.793	0.987
CACNA2D1	CACNA1S	9606.ENSP00000349320	9606.ENSP00000355192	0	0	0	0	0.086	0.940	0.900	0.849	0.999
CACNA2D2	CACNG3	9606.ENSP00000418081	9606.ENSP00000005284	0	0	0	0	0.067	0	0.540	0.294	0.670
CACNA2D2	CACNA1C	9606.ENSP00000418081	9606.ENSP00000266376	0	0	0	0	0.104	0.439	0.800	0.842	0.982
CACNA2D2	CACNA1D	9606.ENSP00000418081	9606.ENSP00000288139	0	0	0	0	0.111	0.439	0.800	0.744	0.971
CACNA2D2	CACNB3	9606.ENSP00000418081	9606.ENSP00000301050	0	0	0	0	0.062	0.401	0.540	0.552	0.869
CACNA2D2	CACNA2D1	9606.ENSP00000418081	9606.ENSP00000349320	0	0	0.051	0.952	0	0	0.540	0.456	0.741
CACNA2D2	CACNA1S	9606.ENSP00000418081	9606.ENSP00000355192	0	0	0	0	0.080	0.439	0.540	0.485	0.861
CACNA2D2	CACNA1F	9606.ENSP00000418081	9606.ENSP00000365441	0	0	0	0	0.082	0.439	0.540	0.456	0.854
CACNA2D2	CACNA2D4	9606.ENSP00000418081	9606.ENSP00000372169	0	0	0	0.729	0	0.070	0.540	0.272	0.661
CACNA2D2	CACNB4	9606.ENSP00000418081	9606.ENSP00000438949	0	0	0	0	0.060	0.401	0.540	0.866	0.960
CACNA2D2	CACNA1A	9606.ENSP00000418081	9606.ENSP00000489829	0	0	0	0	0.067	0.289	0.800	0.886	0.982
CACNA2D4	CACNG3	9606.ENSP00000372169	9606.ENSP00000005284	0	0	0	0	0	0	0.900	0.190	0.915
CACNA2D4	CACNA1C	9606.ENSP00000372169	9606.ENSP00000266376	0	0	0	0	0.075	0.289	0.900	0.788	0.984
CACNA2D4	CACNA1D	9606.ENSP00000372169	9606.ENSP00000288139	0	0	0	0	0.067	0.289	0.900	0.616	0.971
CACNA2D4	CACNB3	9606.ENSP00000372169	9606.ENSP00000301050	0	0	0	0	0.060	0.306	0.900	0.866	0.990
CACNA2D4	CACNA2D1	9606.ENSP00000372169	9606.ENSP00000349320	0	0	0	0.718	0	0.087	0.900	0.282	0.928
CACNA2D4	CACNA1S	9606.ENSP00000372169	9606.ENSP00000355192	0	0	0	0	0.067	0.289	0.900	0.460	0.959
CACNA2D4	CACNA1F	9606.ENSP00000372169	9606.ENSP00000365441	0	0	0	0	0.067	0.289	0.900	0.745	0.980
CACNA2D4	CACNA2D2	9606.ENSP00000372169	9606.ENSP00000418081	0	0	0	0.729	0	0.070	0.540	0.272	0.661
CACNA2D4	CACNA1A	9606.ENSP00000372169	9606.ENSP00000489829	0	0	0	0	0.067	0.289	0.540	0.805	0.932
CACNA2D4	CACNB4	9606.ENSP00000372169	9606.ENSP00000438949	0	0	0	0	0.066	0.306	0.900	0.472	0.961
CACNB3	CACNG3	9606.ENSP00000301050	9606.ENSP00000005284	0	0	0	0	0.059	0	0.900	0.397	0.938
CACNB3	CACNA1C	9606.ENSP00000301050	9606.ENSP00000266376	0	0	0	0	0.067	0.843	0.900	0.874	0.997
CACNB3	CACNA1D	9606.ENSP00000301050	9606.ENSP00000288139	0	0	0	0	0.067	0.938	0.900	0.564	0.997
CACNB3	CACNA1A	9606.ENSP00000301050	9606.ENSP00000489829	0	0	0	0	0.067	0.291	0.540	0.575	0.853
CACNB3	CACNA2D2	9606.ENSP00000301050	9606.ENSP00000418081	0	0	0	0	0.062	0.401	0.540	0.552	0.869
CACNB3	CACNA1S	9606.ENSP00000301050	9606.ENSP00000355192	0	0	0	0	0.067	0.412	0.900	0.407	0.963
CACNB3	CACNB4	9606.ENSP00000301050	9606.ENSP00000438949	0	0	0.056	0.965	0	0.395	0.900	0.446	0.964
CACNB3	CACNA1F	9606.ENSP00000301050	9606.ENSP00000365441	0	0	0	0	0.067	0.412	0.900	0.567	0.973
CACNB3	CACNA2D4	9606.ENSP00000301050	9606.ENSP00000372169	0	0	0	0	0.060	0.306	0.900	0.866	0.990
CACNB3	CACNA2D1	9606.ENSP00000301050	9606.ENSP00000349320	0	0	0	0	0.060	0.875	0.900	0.686	0.995
CACNB4	CACNG3	9606.ENSP00000438949	9606.ENSP00000005284	0	0	0	0	0.124	0	0.900	0.567	0.958
CACNB4	CACNA1C	9606.ENSP00000438949	9606.ENSP00000266376	0	0	0	0	0.068	0.412	0.900	0.523	0.970
CACNB4	CACNA1D	9606.ENSP00000438949	9606.ENSP00000288139	0	0	0	0	0.092	0.412	0.900	0.430	0.965
CACNB4	CACNB3	9606.ENSP00000438949	9606.ENSP00000301050	0	0	0.056	0.965	0	0.395	0.900	0.446	0.964
CACNB4	CACNA2D1	9606.ENSP00000438949	9606.ENSP00000349320	0	0	0	0	0.066	0.401	0.900	0.735	0.983
CACNB4	CACNA1S	9606.ENSP00000438949	9606.ENSP00000355192	0	0	0	0	0.067	0.412	0.900	0.495	0.968
CACNB4	CACNA1F	9606.ENSP00000438949	9606.ENSP00000365441	0	0	0	0	0.067	0.412	0.900	0.452	0.965
CACNB4	CACNA2D4	9606.ENSP00000438949	9606.ENSP00000372169	0	0	0	0	0.066	0.306	0.900	0.472	0.961
CACNB4	CACNA2D2	9606.ENSP00000438949	9606.ENSP00000418081	0	0	0	0	0.060	0.401	0.540	0.866	0.960
CACNB4	CACNA1A	9606.ENSP00000438949	9606.ENSP00000489829	0	0	0	0	0.178	0.637	0.800	0.928	0.995
CACNG3	CACNA2D2	9606.ENSP00000005284	9606.ENSP00000418081	0	0	0	0	0.067	0	0.540	0.294	0.670
CACNG3	CACNA1A	9606.ENSP00000005284	9606.ENSP00000489829	0	0	0	0	0.195	0	0.540	0.542	0.815
CACNG3	CACNA1C	9606.ENSP00000005284	9606.ENSP00000266376	0	0	0	0	0.072	0	0.900	0.114	0.910
CACNG3	CACNA2D4	9606.ENSP00000005284	9606.ENSP00000372169	0	0	0	0	0	0	0.900	0.190	0.915
CACNG3	CACNA1S	9606.ENSP00000005284	9606.ENSP00000355192	0	0	0	0	0.049	0	0.900	0.196	0.916
CACNG3	CACNA1F	9606.ENSP00000005284	9606.ENSP00000365441	0	0	0	0	0.049	0	0.900	0.299	0.927
CACNG3	CACNB3	9606.ENSP00000005284	9606.ENSP00000301050	0	0	0	0	0.059	0	0.900	0.397	0.938
CACNG3	CACNA1D	9606.ENSP00000005284	9606.ENSP00000288139	0	0	0	0	0	0	0.900	0.592	0.957
CACNG3	CACNB4	9606.ENSP00000005284	9606.ENSP00000438949	0	0	0	0	0.124	0	0.900	0.567	0.958
CACNG3	CACNA2D1	9606.ENSP00000005284	9606.ENSP00000349320	0	0	0	0	0.064	0	0.900	0.790	0.978
CALM3	HDAC5	9606.ENSP00000291295	9606.ENSP00000225983	0	0	0	0	0.082	0.071	0	0.425	0.466
CALM3	HDAC4	9606.ENSP00000291295	9606.ENSP00000264606	0	0	0	0	0	0.071	0	0.732	0.741
CALM3	CAMK4	9606.ENSP00000291295	9606.ENSP00000282356	0	0	0	0	0.067	0.546	0.900	0.972	0.998
CALM3	CREB1	9606.ENSP00000291295	9606.ENSP00000387699	0	0	0	0	0.062	0	0	0.888	0.891
CALM3	CALML4	9606.ENSP00000291295	9606.ENSP00000419081	0	0	0.072	0.920	0	0	0.900	0.969	0.996
