#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
MYL12B	MYL6B	9606.ENSP00000463559	9606.ENSP00000450385	0	0	0	0.730	0.079	0.690	0.900	0.224	0.974
MYL6	MYL9	9606.ENSP00000446955	9606.ENSP00000279022	0	0	0	0.733	0.117	0.780	0.900	0.381	0.986
MYL6	MYLK3	9606.ENSP00000446955	9606.ENSP00000378288	0	0	0	0	0.067	0.129	0.900	0.293	0.934
MYL6	PPP1R12A	9606.ENSP00000446955	9606.ENSP00000389168	0	0	0	0	0.049	0.104	0.900	0.301	0.932
MYL6	MYL6B	9606.ENSP00000446955	9606.ENSP00000450385	0	0	0.051	0.978	0.074	0.771	0.900	0.059	0.977
MYL6B	MYL9	9606.ENSP00000450385	9606.ENSP00000279022	0	0	0	0.718	0.081	0.710	0.900	0.224	0.976
MYL6B	MYLK3	9606.ENSP00000450385	9606.ENSP00000378288	0	0	0	0	0.067	0.129	0.900	0.304	0.935
MYL6B	PPP1R12A	9606.ENSP00000450385	9606.ENSP00000389168	0	0	0	0	0	0.104	0.900	0.171	0.919
MYL9	MYLK3	9606.ENSP00000279022	9606.ENSP00000378288	0	0	0	0	0.067	0.129	0.900	0.585	0.961
MYL9	PPP1R12A	9606.ENSP00000279022	9606.ENSP00000389168	0	0	0	0	0.064	0.104	0.900	0.817	0.982
MYLK3	PPP1R12A	9606.ENSP00000378288	9606.ENSP00000389168	0	0	0	0	0.055	0.111	0	0.726	0.750
